mid,year,round,date,venue,team,opponent,player,ED,DE_pct,CCL,SCL,TO,MG,SI,ITC,T5,TOG_pct
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,B Gibbs,13,50.0,2,2,6,466,8,3,0,73
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,T Bell,18,72.0,0,1,4,475,10,1,3,89
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,S Docherty,21,91.3,0,2,2,287,6,12,1,95
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,C Judd,15,71.4,4,2,5,474,8,2,1,79
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,K Simpson,16,76.2,0,0,4,269,4,5,0,73
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,M Murphy,14,66.7,1,3,4,227,10,0,0,81
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,E Curnow,15,78.9,0,2,3,118,6,6,0,89
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,A Carrazzo,16,88.9,4,2,3,128,3,1,0,76
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,A Everitt,14,77.8,0,1,5,464,4,3,0,95
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,C Yarran,14,77.8,0,0,4,259,5,5,0,86
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,T Menzel,11,64.7,1,0,3,325,5,4,1,83
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,S White,9,64.3,1,2,3,241,4,2,0,85
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,P Cripps,9,64.3,0,1,3,16,2,1,0,76
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,C Wood,6,54.5,4,2,2,151,2,1,0,89
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,C Smith,7,63.6,0,0,4,228,4,2,0,73
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,L Henderson,6,60.0,0,0,3,257,6,0,1,91
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,S Rowe,6,66.7,0,1,0,79,2,2,0,87
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,Z Tuohy,9,100.0,0,0,1,208,3,0,0,92
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,M Jamison,5,62.5,0,0,2,99,3,4,0,96
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,L Jones,5,83.3,0,0,1,34,4,1,0,84
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,K Jaksch,3,60.0,0,0,2,199,2,0,0,88
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Carlton,Richmond,D Thomas,1,100.0,0,0,0,-7,1,0,0,1
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,T Hunt,23,85.2,0,1,2,446,6,4,0,84
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,B Ellis,16,61.5,0,2,4,355,8,5,3,87
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,A Miles,22,95.7,2,1,0,249,7,1,2,82
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,K McIntosh,18,78.3,0,2,3,501,9,5,0,85
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,S Edwards,16,76.2,2,5,2,332,9,1,1,83
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,B Houli,16,76.2,0,0,5,709,7,1,0,85
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,N Vlastuin,19,90.5,0,0,3,347,6,13,0,83
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,B Deledio,13,72.2,1,0,2,181,7,1,0,69
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,A Rance,17,94.4,0,1,1,288,5,7,0,96
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,J Riewoldt,10,58.8,0,0,8,268,10,0,0,98
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,S Grigg,12,70.6,3,0,2,283,6,1,0,81
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,T Cotchin,9,52.9,0,1,3,203,4,1,1,86
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,J Batchelor,13,86.7,0,1,0,291,5,2,0,84
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,S Lloyd,10,71.4,0,1,1,314,8,0,1,80
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,T Chaplin,11,84.6,0,0,2,165,5,8,0,100
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,I Maric,11,84.6,1,3,1,160,5,2,0,88
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,D Martin,7,53.8,0,0,6,255,2,1,0,83
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,B Griffiths,11,91.7,0,0,0,296,9,0,0,86
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,D Grimes,8,72.7,0,0,4,136,6,8,0,88
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,C Newman,6,85.7,0,0,3,231,1,2,0,65
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,N Gordon,2,40.0,0,0,2,77,1,1,0,21
5964,2015,R1,"Thursday, 2nd April 2015",MCG,Richmond,Carlton,S Morris,3,100.0,0,0,1,-4,2,1,2,87
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,T McDonald,20,76.9,1,0,4,414,5,11,0,93
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,N Jones,17,68.0,1,1,3,450,8,2,0,90
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,D Cross,16,66.7,2,1,5,431,3,6,0,89
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,J Viney,18,75.0,3,3,7,504,6,1,0,85
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,J Howe,20,95.2,0,0,2,251,6,9,0,88
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,J Garlett,10,50.0,2,1,2,384,12,4,4,91
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,D Tyson,14,70.0,2,4,3,363,6,0,1,83
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,J Watts,12,70.6,0,0,4,290,9,0,1,86
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,A Vandenberg,9,52.9,0,2,3,258,6,2,0,83
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,L Dunn,12,75.0,1,0,2,305,4,6,0,95
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,B Newton,11,68.8,0,1,2,319,4,2,0,70
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,C Garland,12,80.0,1,0,0,197,5,4,0,90
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,J Hogan,12,80.0,1,0,2,190,5,1,0,86
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,C Salem,7,53.8,0,0,3,218,3,3,0,90
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,J K-Harris,10,76.9,0,0,2,194,2,4,1,81
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,H Lumumba,12,100.0,0,0,2,337,7,3,0,92
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,N Jetta,11,91.7,0,1,0,140,3,4,0,91
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,S Frost,5,45.5,2,1,1,57,4,1,1,82
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,D Kent,6,60.0,0,3,4,292,3,0,1,66
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,A Brayshaw,8,88.9,0,0,3,247,3,1,0,62
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,J Toumpas,1,16.7,0,0,4,27,0,3,0,27
5965,2015,R1,"Saturday, 4th April 2015",MCG,Melbourne,Gold Coast,M Jamar,3,60.0,1,0,1,134,7,1,0,83
5965,2015,R1,"Saturday, 4th April 2015",MCG,Gold Coast,Melbourne,D Prestia,15,51.7,4,4,6,497,7,4,1,79
5965,2015,R1,"Saturday, 4th April 2015",MCG,Gold Coast,Melbourne,M Rischitelli,14,66.7,1,4,3,525,6,1,0,81
5965,2015,R1,"Saturday, 4th April 2015",MCG,Gold Coast,Melbourne,H Bennell,13,61.9,1,3,3,305,6,3,0,95
5965,2015,R1,"Saturday, 4th April 2015",MCG,Gold Coast,Melbourne,G Ablett,15,78.9,1,4,7,353,8,5,0,94
5965,2015,R1,"Saturday, 4th April 2015",MCG,Gold Coast,Melbourne,N Malceski,10,55.6,0,0,3,511,3,3,0,90
5965,2015,R1,"Saturday, 4th April 2015",MCG,Gold Coast,Melbourne,S May,15,88.2,0,1,2,178,3,6,0,92
5965,2015,R1,"Saturday, 4th April 2015",MCG,Gold Coast,Melbourne,J Harbrow,12,75.0,2,0,0,215,5,3,0,93
5965,2015,R1,"Saturday, 4th April 2015",MCG,Gold Coast,Melbourne,D Swallow,9,56.2,1,4,3,322,4,2,2,85
5965,2015,R1,"Saturday, 4th April 2015",MCG,Gold Coast,Melbourne,M Hallahan,8,50.0,2,3,8,287,4,2,0,70
5965,2015,R1,"Saturday, 4th April 2015",MCG,Gold Coast,Melbourne,M Shaw,9,56.2,0,0,3,297,4,4,0,92
5965,2015,R1,"Saturday, 4th April 2015",MCG,Gold Coast,Melbourne,T McKenzie,8,53.3,0,0,9,239,2,9,1,82
5965,2015,R1,"Saturday, 4th April 2015",MCG,Gold Coast,Melbourne,K Kolodjashnij,11,84.6,0,0,4,139,4,3,0,96
