mid,year,round,date,venue,team,opponent,player,ED,DE_pct,CCL,SCL,TO,MG,SI,ITC,T5,TOG_pct
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,D Martin,23,71.9,4,2,5,567,13,2,0,87
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,T Cotchin,15,62.5,2,5,5,293,10,3,1,81
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,J Caddy,14,73.7,3,1,2,424,6,1,0,80
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,K McIntosh,11,57.9,1,0,5,644,7,4,0,69
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,J Riewoldt,12,66.7,0,0,3,322,13,1,0,96
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,B Ellis,13,72.2,0,0,5,417,6,5,0,79
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,S Grigg,12,70.6,0,2,3,197,7,1,0,83
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,S Edwards,14,87.5,0,2,4,270,5,6,0,75
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,D Astbury,15,93.8,0,1,2,330,7,8,0,100
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,R Conca,10,62.5,1,1,5,334,5,4,1,77
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,J Short,13,81.2,0,1,2,419,4,3,0,79
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,A Rance,12,80.0,0,0,4,327,4,10,0,100
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,J Castagna,14,93.3,2,1,2,251,9,1,3,76
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,T Nankervis,8,57.1,2,3,0,65,4,2,1,86
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,K Lambert,11,78.6,2,1,1,181,6,1,1,85
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,D Butler,10,76.9,0,0,3,344,9,4,2,76
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,J Graham,10,76.9,1,1,0,135,4,2,1,69
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,N Vlastuin,8,66.7,0,0,1,257,4,6,0,80
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,C Ellis,8,66.7,0,1,3,174,2,5,0,72
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,J Townsend,6,66.7,0,0,2,166,7,0,1,90
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,D Grimes,3,50.0,0,0,3,118,0,5,0,84
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Richmond,Carlton,S Bolton,5,83.3,0,1,1,93,3,0,0,77
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,P Cripps,24,66.7,4,5,8,281,4,2,1,94
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,K Simpson,30,85.7,0,1,6,903,8,9,0,91
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,E Curnow,21,72.4,1,6,5,438,6,0,0,86
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,D Thomas,17,70.8,0,3,3,262,0,5,0,83
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,M Murphy,16,69.6,2,4,7,370,6,1,0,89
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,Z Fisher,17,81.0,3,0,2,377,8,1,0,81
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,C Marchbank,16,84.2,0,0,4,411,2,6,0,86
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,C Curnow,14,73.7,0,0,4,464,9,1,0,90
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,M Kreuzer,10,58.8,1,3,2,126,4,2,0,66
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,J Garlett,9,52.9,0,0,3,264,3,3,0,75
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,J Lamb,10,62.5,0,0,2,164,2,1,0,80
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,A Mullett,13,81.2,0,0,3,268,3,5,0,88
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,S P-Seton,12,75.0,1,1,1,210,6,0,2,77
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,C Byrne,7,50.0,0,1,5,242,0,4,0,85
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,L Plowman,12,92.3,0,0,3,165,1,4,0,96
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,M Wright,8,72.7,1,1,2,198,7,0,2,83
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,P Dow,3,27.3,1,0,5,150,2,1,0,71
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,L Jones,7,70.0,0,0,2,100,2,8,0,97
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,L Casboult,8,80.0,0,3,2,233,3,1,0,91
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,J Weitering,6,66.7,0,0,3,82,1,6,0,86
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,J Silvagni,5,83.3,0,0,1,108,0,1,1,84
9514,2018,R1,"Thursday, 22nd March 2018",MCG,Carlton,Richmond,M Kennedy,3,75.0,0,0,1,58,2,0,0,24
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,D Zaharakis,28,80.0,3,2,7,735,4,3,0,90
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,D Heppell,28,80.0,1,2,6,662,7,7,0,88
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,B Goddard,24,82.8,1,1,6,523,6,7,0,92
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,M Hurley,21,75.0,0,0,4,408,4,14,0,91
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,A McGrath,21,80.8,0,2,4,226,8,5,0,85
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,D Smith,19,82.6,1,5,5,419,6,1,0,87
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,K Langford,15,65.2,1,0,2,290,6,3,0,80
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,D Parish,13,68.4,2,3,6,362,8,0,2,86
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,J Stringer,8,50.0,2,1,2,115,4,2,2,71
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,J Stewart,13,81.2,0,0,4,354,10,4,2,83
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,C Hooker,10,66.7,0,0,4,179,8,2,2,92
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,J Daniher,7,46.7,0,0,7,189,7,0,0,100
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,C McKenna,11,78.6,0,0,2,331,4,2,0,85
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,A M-Tipungwuti,10,71.4,1,0,2,222,4,0,2,81
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,M Brown,12,92.3,0,1,3,197,2,5,0,89
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,A Saad,10,83.3,1,0,2,168,3,7,0,86
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,M Dea,11,100.0,0,0,1,63,2,7,0,73
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,J Green,6,54.5,0,0,4,225,6,1,1,74
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,J Begley,6,54.5,0,0,2,179,5,1,0,75
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,T Bellchambers,9,100.0,0,1,0,212,5,4,0,85
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,M Hartley,9,100.0,0,0,3,138,1,4,0,91
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Essendon,Adelaide,Z Merrett,3,42.9,0,1,1,102,1,2,0,16
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,M Crouch,33,80.5,2,5,7,350,8,3,0,80
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,R Laird,35,87.5,0,1,4,502,7,15,0,81
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,B Gibbs,24,68.6,4,3,6,581,7,4,0,87
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,P Seedsman,18,75.0,0,1,8,640,4,2,0,82
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,R Sloane,16,69.6,4,2,7,325,5,2,0,84
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,T Doedee,18,85.7,0,0,3,224,3,6,0,93
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,D MacKay,18,90.0,0,2,4,546,4,6,0,77
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,J Kelly,15,83.3,0,0,2,365,3,4,0,85
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,C E-Yolmen,13,76.5,3,3,1,202,5,1,0,67
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,L Brown,14,93.3,0,0,5,369,3,5,0,82
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,E Betts,8,57.1,0,1,4,173,6,1,1,85
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,D Talia,8,57.1,0,0,5,248,2,10,0,91
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,R Atkins,10,71.4,1,0,2,304,4,3,0,86
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,R Douglas,8,61.5,0,2,4,269,9,4,0,84
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,S Jacobs,12,92.3,0,2,3,66,4,1,0,84
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,H Greenwood,7,53.8,2,1,4,119,5,3,0,65
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,J Jenkins,7,63.6,0,0,4,185,7,0,1,86
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,K Hartigan,9,81.8,0,0,2,137,2,6,0,96
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,C Hampton,8,88.9,0,0,1,126,3,0,0,60
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,M McGovern,6,66.7,1,0,3,237,6,1,2,88
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,D Fogarty,6,100.0,0,0,1,100,4,0,4,83
9515,2018,R1,"Friday, 23rd March 2018",Marvel Stadium,Adelaide,Essendon,L Murphy,3,50.0,0,0,0,18,3,0,0,75
9516,2018,R1,"Saturday, 24th March 2018",Marvel Stadium,St Kilda,Brisbane,J Steven,25,73.5,3,2,7,535,10,1,0,76
9516,2018,R1,"Saturday, 24th March 2018",Marvel Stadium,St Kilda,Brisbane,S Ross,25,78.1,2,0,5,604,6,3,0,77
9516,2018,R1,"Saturday, 24th March 2018",Marvel Stadium,St Kilda,Brisbane,B Acres,25,83.3,0,1,3,354,9,8,0,85
9516,2018,R1,"Saturday, 24th March 2018",Marvel Stadium,St Kilda,Brisbane,J Geary,23,85.2,0,2,4,389,1,7,1,87
9516,2018,R1,"Saturday, 24th March 2018",Marvel Stadium,St Kilda,Brisbane,J Billings,17,65.4,0,0,4,495,14,3,1,89
9516,2018,R1,"Saturday, 24th March 2018",Marvel Stadium,St Kilda,Brisbane,J Newnes,17,68.0,1,1,5,415,6,5,0,89
