match_id,year,umpire_name,umpire_career_games,umpire_url
031420180322,2018,Brendan Hosking,110,../../umpires/Brendan_Hosking.html
031420180322,2018,Brett Rosebury,372,../../umpires/Brett_Rosebury.html
031420180322,2018,Leigh Fisher,97,../../umpires/Leigh_Fisher.html
010520180323,2018,Troy Pannell,206,../../umpires/Troy_Pannell.html
010520180323,2018,Ray Chamberlain,265,../../umpires/Ray_Chamberlain.html
010520180323,2018,Rob OGorman,66,../../umpires/Rob_OGorman.html
151920180324,2018,Andrew Stephens,73,../../umpires/Andrew_Stephens.html
151920180324,2018,Leigh Haussen,13,../../umpires/Leigh_Haussen.html
151920180324,2018,Chris Donlon,269,../../umpires/Chris_Donlon.html
081320180324,2018,Shane McInerney,465,../../umpires/Shane_McInerney.html
081320180324,2018,Nathan Williamson,23,../../umpires/Nathan_Williamson.html
081320180324,2018,Sam Hay,159,../../umpires/Sam_Hay.html
122020180324,2018,Shaun Ryan,282,../../umpires/Shaun_Ryan.html
122020180324,2018,Rob Findlay,189,../../umpires/Rob_Findlay.html
122020180324,2018,Nick Brown,18,../../umpires/Nick_Brown.html
041020180324,2018,Jacob Mollison,192,../../umpires/Jacob_Mollison.html
041020180324,2018,Craig Fleer,78,../../umpires/Craig_Fleer.html
041020180324,2018,Mathew Nicholls,309,../../umpires/Mathew_Nicholls.html
072120180325,2018,Andrew Mitchell,105,../../umpires/Andrew_Mitchell.html
072120180325,2018,David Harris,92,../../umpires/David_Harris.html
072120180325,2018,Simon Meredith,316,../../umpires/Simon_Meredith.html
091120180325,2018,Hayden Meyer,11,../../umpires/Hayden_Meyer.html
091120180325,2018,Curtis Deboy,55,../../umpires/Curtis_Deboy.html
091120180325,2018,Matt Stevic,332,../../umpires/Matt_Stevic.html
161820180325,2018,Nick Foot,96,../../umpires/Nick_Foot.html
161820180325,2018,Jeff Dalgleish,167,../../umpires/Jeff_Dalgleish.html
161820180325,2018,Dean Margetts,299,../../umpires/Dean_Margetts.html
011420180329,2018,Jacob Mollison,193,../../umpires/Jacob_Mollison.html
011420180329,2018,Craig Fleer,79,../../umpires/Craig_Fleer.html
011420180329,2018,Mathew Nicholls,310,../../umpires/Mathew_Nicholls.html
121520180330,2018,Shane McInerney,466,../../umpires/Shane_McInerney.html
121520180330,2018,Nathan Williamson,24,../../umpires/Nathan_Williamson.html
121520180330,2018,Sam Hay,160,../../umpires/Sam_Hay.html
032020180331,2018,David Harris,93,../../umpires/David_Harris.html
032020180331,2018,Andrew Mitchell,106,../../umpires/Andrew_Mitchell.html
032020180331,2018,Simon Meredith,317,../../umpires/Simon_Meredith.html
042120180331,2018,Hayden Meyer,12,../../umpires/Hayden_Meyer.html
042120180331,2018,Curtis Deboy,56,../../umpires/Curtis_Deboy.html
042120180331,2018,Matt Stevic,333,../../umpires/Matt_Stevic.html
111920180331,2018,Brendan Hosking,111,../../umpires/Brendan_Hosking.html
111920180331,2018,Brett Rosebury,373,../../umpires/Brett_Rosebury.html
111920180331,2018,Leigh Fisher,98,../../umpires/Leigh_Fisher.html
050820180331,2018,Jeff Dalgleish,168,../../umpires/Jeff_Dalgleish.html
050820180331,2018,Dean Margetts,300,../../umpires/Dean_Margetts.html
050820180331,2018,Nick Foot,97,../../umpires/Nick_Foot.html
071820180401,2018,Shaun Ryan,283,../../umpires/Shaun_Ryan.html
071820180401,2018,Rob Findlay,190,../../umpires/Rob_Findlay.html
071820180401,2018,Nick Brown,19,../../umpires/Nick_Brown.html
131620180401,2018,Andrew Stephens,74,../../umpires/Andrew_Stephens.html
131620180401,2018,Leigh Haussen,14,../../umpires/Leigh_Haussen.html
131620180401,2018,Chris Donlon,270,../../umpires/Chris_Donlon.html
091020180402,2018,Troy Pannell,207,../../umpires/Troy_Pannell.html
091020180402,2018,Ray Chamberlain,266,../../umpires/Ray_Chamberlain.html
091020180402,2018,Rob OGorman,67,../../umpires/Rob_OGorman.html
030420180406,2018,Jeff Dalgleish,169,../../umpires/Jeff_Dalgleish.html
030420180406,2018,Dean Margetts,301,../../umpires/Dean_Margetts.html
030420180406,2018,Nick Foot,98,../../umpires/Nick_Foot.html
131920180407,2018,Andrew Mitchell,107,../../umpires/Andrew_Mitchell.html
131920180407,2018,David Harris,94,../../umpires/David_Harris.html
131920180407,2018,Simon Meredith,318,../../umpires/Simon_Meredith.html
111220180407,2018,Jacob Mollison,194,../../umpires/Jacob_Mollison.html
111220180407,2018,Craig Fleer,80,../../umpires/Craig_Fleer.html
111220180407,2018,Mathew Nicholls,311,../../umpires/Mathew_Nicholls.html
082020180407,2018,Shane McInerney,467,../../umpires/Shane_McInerney.html
082020180407,2018,Nathan Williamson,25,../../umpires/Nathan_Williamson.html
082020180407,2018,Sam Hay,161,../../umpires/Sam_Hay.html
011520180407,2018,Shaun Ryan,284,../../umpires/Shaun_Ryan.html
011520180407,2018,Rob Findlay,191,../../umpires/Rob_Findlay.html
011520180407,2018,Nick Brown,20,../../umpires/Nick_Brown.html
162120180407,2018,Troy Pannell,208,../../umpires/Troy_Pannell.html
162120180407,2018,Ray Chamberlain,267,../../umpires/Ray_Chamberlain.html
162120180407,2018,Rob OGorman,68,../../umpires/Rob_OGorman.html
162120180407,2018,Cameron Barr,0,../../umpires/Cameron_Barr.html
101420180408,2018,Brendan Hosking,112,../../umpires/Brendan_Hosking.html
101420180408,2018,Brett Rosebury,374,../../umpires/Brett_Rosebury.html
101420180408,2018,Leigh Fisher,99,../../umpires/Leigh_Fisher.html
050720180408,2018,Andrew Stephens,75,../../umpires/Andrew_Stephens.html
050720180408,2018,Leigh Haussen,15,../../umpires/Leigh_Haussen.html
050720180408,2018,Chris Donlon,271,../../umpires/Chris_Donlon.html
091820180408,2018,Hayden Meyer,13,../../umpires/Hayden_Meyer.html
091820180408,2018,Curtis Deboy,57,../../umpires/Curtis_Deboy.html
091820180408,2018,Matt Stevic,334,../../umpires/Matt_Stevic.html
010420180413,2018,Shane McInerney,468,../../umpires/Shane_McInerney.html
010420180413,2018,Nathan Williamson,26,../../umpires/Nathan_Williamson.html
010420180413,2018,Sam Hay,162,../../umpires/Sam_Hay.html
082120180414,2018,Brendan Hosking,113,../../umpires/Brendan_Hosking.html
082120180414,2018,Brett Rosebury,375,../../umpires/Brett_Rosebury.html
082120180414,2018,Leigh Fisher,100,../../umpires/Leigh_Fisher.html
141920180414,2018,Brent Wallace,37,../../umpires/Brent_Wallace.html
141920180414,2018,David Harris,95,../../umpires/David_Harris.html
141920180414,2018,Simon Meredith,319,../../umpires/Simon_Meredith.html
071620180414,2018,Hayden Meyer,14,../../umpires/Hayden_Meyer.html
071620180414,2018,Curtis Deboy,58,../../umpires/Curtis_Deboy.html
071620180414,2018,Matt Stevic,335,../../umpires/Matt_Stevic.html
031220180414,2018,Andre Gianfagna,1,../../umpires/Andre_Gianfagna.html
031220180414,2018,Shaun Ryan,285,../../umpires/Shaun_Ryan.html
031220180414,2018,Rob Findlay,192,../../umpires/Rob_Findlay.html
182020180414,2018,Craig Fleer,81,../../umpires/Craig_Fleer.html
182020180414,2018,Rob OGorman,69,../../umpires/Rob_OGorman.html
182020180414,2018,Jeff Dalgleish,170,../../umpires/Jeff_Dalgleish.html
051320180415,2018,Jacob Mollison,195,../../umpires/Jacob_Mollison.html
051320180415,2018,Mathew Nicholls,312,../../umpires/Mathew_Nicholls.html
051320180415,2018,Nick Brown,21,../../umpires/Nick_Brown.html
101120180415,2018,Ray Chamberlain,268,../../umpires/Ray_Chamberlain.html
101120180415,2018,Dean Margetts,302,../../umpires/Dean_Margetts.html
101120180415,2018,Nick Foot,99,../../umpires/Nick_Foot.html
091520180415,2018,Andrew Stephens,76,../../umpires/Andrew_Stephens.html
091520180415,2018,Leigh Haussen,16,../../umpires/Leigh_Haussen.html
091520180415,2018,Chris Donlon,272,../../umpires/Chris_Donlon.html
091520180415,2018,David Harris,0,../../umpires/David_Harris.html
011620180420,2018,Simon Meredith,320,../../umpires/Simon_Meredith.html
011620180420,2018,Leigh Haussen,17,../../umpires/Leigh_Haussen.html
011620180420,2018,Chris Donlon,273,../../umpires/Chris_Donlon.html
152120180421,2018,Brent Wallace,38,../../umpires/Brent_Wallace.html
152120180421,2018,Shane McInerney,469,../../umpires/Shane_McInerney.html
152120180421,2018,David Harris,97,../../umpires/David_Harris.html
031820180421,2018,Jacob Mollison,196,../../umpires/Jacob_Mollison.html
031820180421,2018,Sam Hay,163,../../umpires/Sam_Hay.html
031820180421,2018,Rob OGorman,70,../../umpires/Rob_OGorman.html
091320180421,2018,Shaun Ryan,286,../../umpires/Shaun_Ryan.html
091320180421,2018,Hayden Meyer,15,../../umpires/Hayden_Meyer.html
091320180421,2018,Dean Margetts,303,../../umpires/Dean_Margetts.html
070820180421,2018,Rob Findlay,193,../../umpires/Rob_Findlay.html
070820180421,2018,Mathew Nicholls,313,../../umpires/Mathew_Nicholls.html
070820180421,2018,Nick Brown,22,../../umpires/Nick_Brown.html
101220180422,2018,Andre Gianfagna,2,../../umpires/Andre_Gianfagna.html
101220180422,2018,Matt Stevic,336,../../umpires/Matt_Stevic.html
101220180422,2018,Jeff Dalgleish,171,../../umpires/Jeff_Dalgleish.html
192020180422,2018,Craig Fleer,82,../../umpires/Craig_Fleer.html
192020180422,2018,Justin Schmitt,351,../../umpires/Justin_Schmitt.html
192020180422,2018,Leigh Fisher,101,../../umpires/Leigh_Fisher.html
111420180424,2018,Nathan Williamson,27,../../umpires/Nathan_Williamson.html
111420180424,2018,Brett Rosebury,376,../../umpires/Brett_Rosebury.html
111420180424,2018,Nick Foot,100,../../umpires/Nick_Foot.html
040520180425,2018,Ray Chamberlain,269,../../umpires/Ray_Chamberlain.html
040520180425,2018,Brendan Hosking,114,../../umpires/Brendan_Hosking.html
040520180425,2018,Curtis Deboy,59,../../umpires/Curtis_Deboy.html
030720180427,2018,Rob Findlay,194,../../umpires/Rob_Findlay.html
030720180427,2018,Mathew Nicholls,314,../../umpires/Mathew_Nicholls.html
030720180427,2018,Nick Brown,23,../../umpires/Nick_Brown.html
091620180428,2018,Shane McInerney,470,../../umpires/Shane_McInerney.html
091620180428,2018,David Harris,98,../../umpires/David_Harris.html
091620180428,2018,Matt Stevic,337,../../umpires/Matt_Stevic.html
121320180428,2018,Craig Fleer,83,../../umpires/Craig_Fleer.html
121320180428,2018,Justin Schmitt,352,../../umpires/Justin_Schmitt.html
121320180428,2018,Leigh Fisher,102,../../umpires/Leigh_Fisher.html
192120180428,2018,Jacob Mollison,197,../../umpires/Jacob_Mollison.html
192120180428,2018,Sam Hay,164,../../umpires/Sam_Hay.html
192120180428,2018,Rob OGorman,71,../../umpires/Rob_OGorman.html
101520180428,2018,Simon Meredith,321,../../umpires/Simon_Meredith.html
101520180428,2018,Leigh Haussen,18,../../umpires/Leigh_Haussen.html
101520180428,2018,Chris Donlon,274,../../umpires/Chris_Donlon.html
012020180428,2018,Andre Gianfagna,3,../../umpires/Andre_Gianfagna.html
012020180428,2018,Shaun Ryan,287,../../umpires/Shaun_Ryan.html
012020180428,2018,Hayden Meyer,16,../../umpires/Hayden_Meyer.html
051120180429,2018,Nathan Williamson,28,../../umpires/Nathan_Williamson.html
051120180429,2018,Brett Rosebury,377,../../umpires/Brett_Rosebury.html
051120180429,2018,Nick Foot,101,../../umpires/Nick_Foot.html
041420180429,2018,Ray Chamberlain,270,../../umpires/Ray_Chamberlain.html
041420180429,2018,Brendan Hosking,115,../../umpires/Brendan_Hosking.html
041420180429,2018,Curtis Deboy,60,../../umpires/Curtis_Deboy.html
