match_id,year,umpire_name,umpire_career_games,umpire_url
031420200319,2020,Simon Meredith,369,../../umpires/Simon_Meredith.html
031420200319,2020,Rob OGorman,110,../../umpires/Rob_OGorman.html
031420200319,2020,Nathan Williamson,70,../../umpires/Nathan_Williamson.html
040720200320,2020,Chris Donlon,311,../../umpires/Chris_Donlon.html
040720200320,2020,Brendan Hosking,154,../../umpires/Brendan_Hosking.html
040720200320,2020,Alex Whetton,28,../../umpires/Alex_Whetton.html
050820200321,2020,Matt Stevic,381,../../umpires/Matt_Stevic.html
050820200321,2020,Leigh Fisher,136,../../umpires/Leigh_Fisher.html
050820200321,2020,Hayden Meyer,51,../../umpires/Hayden_Meyer.html
011620200321,2020,Craig Fleer,122,../../umpires/Craig_Fleer.html
011620200321,2020,David Harris,135,../../umpires/David_Harris.html
011620200321,2020,Leigh Haussen,50,../../umpires/Leigh_Haussen.html
132020200321,2020,Shaun Ryan,330,../../umpires/Shaun_Ryan.html
132020200321,2020,Andre Gianfagna,33,../../umpires/Andre_Gianfagna.html
132020200321,2020,Eleni Tee,29,../../umpires/Eleni_Tee.html
092120200321,2020,Jacob Mollison,239,../../umpires/Jacob_Mollison.html
092120200321,2020,Nick Foot,136,../../umpires/Nick_Foot.html
092120200321,2020,Justin Power,15,../../umpires/Justin_Power.html
121520200322,2020,Ray Chamberlain,314,../../umpires/Ray_Chamberlain.html
121520200322,2020,Andrew Stephens,112,../../umpires/Andrew_Stephens.html
121520200322,2020,Nick Brown,51,../../umpires/Nick_Brown.html
101920200322,2020,Brett Rosebury,418,../../umpires/Brett_Rosebury.html
101920200322,2020,Curtis Deboy,89,../../umpires/Curtis_Deboy.html
101920200322,2020,Brent Wallace,62,../../umpires/Brent_Wallace.html
111820200322,2020,Jeff Dalgleish,211,../../umpires/Jeff_Dalgleish.html
111820200322,2020,Rob Findlay,235,../../umpires/Rob_Findlay.html
111820200322,2020,Cameron Dore,13,../../umpires/Cameron_Dore.html
041420200611,2020,Leigh Fisher,137,../../umpires/Leigh_Fisher.html
041420200611,2020,Matt Stevic,382,../../umpires/Matt_Stevic.html
041420200611,2020,Hayden Meyer,52,../../umpires/Hayden_Meyer.html
041420200611,2020,Andrew Heffernan,0,../../umpires/Andrew_Heffernan.html
091020200612,2020,Brett Rosebury,419,../../umpires/Brett_Rosebury.html
091020200612,2020,Curtis Deboy,90,../../umpires/Curtis_Deboy.html
091020200612,2020,John Howorth,8,../../umpires/John_Howorth.html
091020200612,2020,Brent Wallace,0,../../umpires/Brent_Wallace.html
081920200613,2020,Dean Margetts,347,../../umpires/Dean_Margetts.html
081920200613,2020,Alex Whetton,29,../../umpires/Alex_Whetton.html
081920200613,2020,Simon Meredith,370,../../umpires/Simon_Meredith.html
031120200613,2020,Andrew Stephens,113,../../umpires/Andrew_Stephens.html
031120200613,2020,Nick Brown,52,../../umpires/Nick_Brown.html
031120200613,2020,Ray Chamberlain,315,../../umpires/Ray_Chamberlain.html
031120200613,2020,Jamie Broadbent,0,../../umpires/Jamie_Broadbent.html
011320200613,2020,Leigh Haussen,51,../../umpires/Leigh_Haussen.html
011320200613,2020,Mathew Nicholls,355,../../umpires/Mathew_Nicholls.html
011320200613,2020,Craig Fleer,123,../../umpires/Craig_Fleer.html
011320200613,2020,Eleni Tee,0,../../umpires/Eleni_Tee.html
182020200613,2020,Chris Donlon,312,../../umpires/Chris_Donlon.html
182020200613,2020,David Harris,136,../../umpires/David_Harris.html
182020200613,2020,Cameron Dore,14,../../umpires/Cameron_Dore.html
122120200614,2020,Rob OGorman,111,../../umpires/Rob_OGorman.html
122120200614,2020,Nathan Williamson,71,../../umpires/Nathan_Williamson.html
122120200614,2020,Rob Findlay,236,../../umpires/Rob_Findlay.html
051620200614,2020,Justin Power,16,../../umpires/Justin_Power.html
051620200614,2020,Brendan Hosking,155,../../umpires/Brendan_Hosking.html
051620200614,2020,Jacob Mollison,240,../../umpires/Jacob_Mollison.html
071520200614,2020,Nick Foot,137,../../umpires/Nick_Foot.html
071520200614,2020,Shaun Ryan,331,../../umpires/Shaun_Ryan.html
071520200614,2020,Andre Gianfagna,34,../../umpires/Andre_Gianfagna.html
071520200614,2020,Paul Rebeschini,0,../../umpires/Paul_Rebeschini.html
101420200618,2020,Andrew Stephens,114,../../umpires/Andrew_Stephens.html
101420200618,2020,Nick Brown,53,../../umpires/Nick_Brown.html
101420200618,2020,Ray Chamberlain,316,../../umpires/Ray_Chamberlain.html
072120200619,2020,Leigh Fisher,138,../../umpires/Leigh_Fisher.html
072120200619,2020,Matt Stevic,383,../../umpires/Matt_Stevic.html
072120200619,2020,Hayden Meyer,53,../../umpires/Hayden_Meyer.html
072120200619,2020,Andrew Heffernan,0,../../umpires/Andrew_Heffernan.html
121620200620,2020,Nick Foot,138,../../umpires/Nick_Foot.html
121620200620,2020,Shaun Ryan,332,../../umpires/Shaun_Ryan.html
121620200620,2020,Andre Gianfagna,35,../../umpires/Andre_Gianfagna.html
121620200620,2020,Paul Rebeschini,0,../../umpires/Paul_Rebeschini.html
041520200620,2020,Brett Rosebury,420,../../umpires/Brett_Rosebury.html
041520200620,2020,Curtis Deboy,91,../../umpires/Curtis_Deboy.html
041520200620,2020,John Howorth,9,../../umpires/John_Howorth.html
041520200620,2020,Brent Wallace,0,../../umpires/Brent_Wallace.html
030920200620,2020,Justin Power,17,../../umpires/Justin_Power.html
030920200620,2020,Rob OGorman,112,../../umpires/Rob_OGorman.html
030920200620,2020,Brendan Hosking,156,../../umpires/Brendan_Hosking.html
030920200620,2020,Jacob Mollison,0,../../umpires/Jacob_Mollison.html
181920200620,2020,Dean Margetts,348,../../umpires/Dean_Margetts.html
181920200620,2020,Alex Whetton,30,../../umpires/Alex_Whetton.html
181920200620,2020,Simon Meredith,371,../../umpires/Simon_Meredith.html
012020200621,2020,Mathew Nicholls,356,../../umpires/Mathew_Nicholls.html
012020200621,2020,Nathan Williamson,72,../../umpires/Nathan_Williamson.html
012020200621,2020,Eleni Tee,31,../../umpires/Eleni_Tee.html
081320200621,2020,Chris Donlon,313,../../umpires/Chris_Donlon.html
081320200621,2020,David Harris,137,../../umpires/David_Harris.html
081320200621,2020,Cameron Dore,15,../../umpires/Cameron_Dore.html
081320200621,2020,Dean Margetts,0,../../umpires/Dean_Margetts.html
071620200625,2020,Brett Rosebury,421,../../umpires/Brett_Rosebury.html
071620200625,2020,Curtis Deboy,92,../../umpires/Curtis_Deboy.html
071620200625,2020,Brent Wallace,65,../../umpires/Brent_Wallace.html
042120200626,2020,Andrew Stephens,115,../../umpires/Andrew_Stephens.html
042120200626,2020,Nick Brown,54,../../umpires/Nick_Brown.html
042120200626,2020,Ray Chamberlain,317,../../umpires/Ray_Chamberlain.html
042120200626,2020,Jamie Broadbent,0,../../umpires/Jamie_Broadbent.html
131820200627,2020,Mathew Nicholls,357,../../umpires/Mathew_Nicholls.html
131820200627,2020,Nathan Williamson,73,../../umpires/Nathan_Williamson.html
131820200627,2020,Eleni Tee,32,../../umpires/Eleni_Tee.html
141520200627,2020,Leigh Haussen,52,../../umpires/Leigh_Haussen.html
141520200627,2020,Rob Findlay,237,../../umpires/Rob_Findlay.html
141520200627,2020,Craig Fleer,124,../../umpires/Craig_Fleer.html
030520200627,2020,Leigh Fisher,139,../../umpires/Leigh_Fisher.html
